id	model	local_AUC	local_P@L	local_P@L2	local_P@L5	short_AUC	short_P@L	short_P@L2	short_P@L5	medium_AUC	medium_P@L	medium_P@L2	medium_P@L5	long_AUC	long_P@L	long_P@L2	long_P@L5	tm_score	plddt
cut0036_ptm0.775_r3	ESM-2 (Unsupervised)	0.7852969765663147	0.6370370388031006	0.8059701323509216	0.92592591047287	0.5648567080497742	0.3185185194015503	0.5223880410194397	0.8518518805503845	0.5413025617599487	0.3259259164333343	0.5223880410194397	0.7777777910232544	0.6419074535369873	0.4962962865829468	0.6268656849861145	0.8148148059844971	0.88345	79.1309851851852
cut0037_ptm0.773_r3	ESM-2 (Unsupervised)	0.7652371525764465	0.644444465637207	0.7761194109916687	0.8518518805503845	0.5443735718727112	0.3259259164333343	0.4925373196601867	0.7777777910232544	0.5495764017105103	0.3333333432674408	0.5373134613037109	0.7777777910232544	0.5943335294723511	0.4518518447875976	0.5970149040222168	0.7777777910232544	0.87766	80.69854074074074
cut0038_ptm0.776_r3	ESM-2 (Unsupervised)	0.7515305876731873	0.6000000238418579	0.7611940503120422	0.8148148059844971	0.5479778051376343	0.3259259164333343	0.4925373196601867	0.8148148059844971	0.5612363815307617	0.3407407402992248	0.5373134613037109	0.7777777910232544	0.6027776002883911	0.4814814925193786	0.611940324306488	0.7037037014961243	0.91007	79.29973333333335
cut0039_ptm0.793_r3	ESM-2 (Unsupervised)	0.7389611601829529	0.614814817905426	0.7313432693481445	0.8518518805503845	0.5382322669029236	0.3333333432674408	0.4925373196601867	0.7407407164573669	0.5326366424560547	0.3185185194015503	0.5223880410194397	0.7407407164573669	0.5771368145942688	0.4518518447875976	0.5522388219833374	0.7037037014961243	0.87287	80.43349629629628
cut0040_ptm0.808_r3	ESM-2 (Unsupervised)	0.748390793800354	0.6000000238418579	0.7761194109916687	0.8518518805503845	0.5174067616462708	0.3037036955356598	0.447761207818985	0.7777777910232544	0.4422295987606048	0.2518518567085266	0.4179104566574096	0.6296296119689941	0.5508126020431519	0.4148148000240326	0.5223880410194397	0.6666666865348816	0.84872	81.56715555555554
cut0041_ptm0.859_r3	ESM-2 (Unsupervised)	0.7573803067207336	0.614814817905426	0.7761194109916687	0.8888888955116272	0.5832321047782898	0.3481481373310089	0.5671641826629639	0.8518518805503845	0.5771676898002625	0.385185182094574	0.5970149040222168	0.8148148059844971	0.5515087842941284	0.4148148000240326	0.5074626803398132	0.7037037014961243	0.9725	87.25388148148147
cut0042_ptm0.904_r3	ESM-2 (Unsupervised)	0.7915529012680054	0.6518518328666687	0.8358209133148193	0.8888888955116272	0.5955538749694824	0.3333333432674408	0.5970149040222168	0.8888888955116272	0.5951904058456421	0.4074074029922485	0.611940324306488	0.8148148059844971	0.5507703423500061	0.4000000059604645	0.5522388219833374	0.7037037014961243	0.99654	92.39915555555555
cut0043_ptm0.894_r3	ESM-2 (Unsupervised)	0.7792358994483948	0.644444465637207	0.8208954930305481	0.8518518805503845	0.5891577005386353	0.3555555641651153	0.611940324306488	0.7777777910232544	0.5747496485710144	0.392592579126358	0.5671641826629639	0.8148148059844971	0.5420786142349243	0.385185182094574	0.5373134613037109	0.6666666865348816	0.99641	91.00085925925924
cut0044_ptm0.890_r3	ESM-2 (Unsupervised)	0.7854238152503967	0.6592592597007751	0.8208954930305481	0.8518518805503845	0.5716288089752197	0.3407407402992248	0.611940324306488	0.7037037014961243	0.5972949266433716	0.3777777850627899	0.611940324306488	0.8148148059844971	0.5411725044250488	0.3777777850627899	0.5074626803398132	0.7037037014961243	0.99589	91.11133333333332
cut0045_ptm0.851_r3	ESM-2 (Unsupervised)	0.7868526577949524	0.6518518328666687	0.8208954930305481	0.8888888955116272	0.5839655995368958	0.3481481373310089	0.611940324306488	0.7407407164573669	0.6073264479637146	0.392592579126358	0.611940324306488	0.8888888955116272	0.5064762830734253	0.3629629611968994	0.4925373196601867	0.5925925970077515	0.99545	87.66206666666668
cut0046_ptm0.798_r3	ESM-2 (Unsupervised)	0.7712089419364929	0.6296296119689941	0.8059701323509216	0.8888888955116272	0.6249977350234985	0.3629629611968994	0.5970149040222168	0.92592591047287	0.6037294864654541	0.392592579126358	0.5970149040222168	0.8518518805503845	0.5247921347618103	0.3703703582286834	0.5671641826629639	0.6666666865348816	0.98921	83.94637777777777
cut0047_ptm0.826_r3	ESM-2 (Unsupervised)	0.7634152173995972	0.6074073910713196	0.7761194109916687	0.8888888955116272	0.5885968804359436	0.3481481373310089	0.5671641826629639	0.8518518805503845	0.6012943387031555	0.392592579126358	0.6268656849861145	0.8148148059844971	0.5470027923583984	0.385185182094574	0.5820895433425903	0.6666666865348816	0.98362	86.31613333333333
cut0048_ptm0.880_r3	ESM-2 (Unsupervised)	0.7750841975212097	0.614814817905426	0.8208954930305481	0.92592591047287	0.5942766666412354	0.3407407402992248	0.5820895433425903	0.8888888955116272	0.5998071432113647	0.3777777850627899	0.5970149040222168	0.8518518805503845	0.5586716532707214	0.4074074029922485	0.5820895433425903	0.6666666865348816	0.98743	91.23518518518519
cut0049_ptm0.891_r3	ESM-2 (Unsupervised)	0.7857251167297363	0.6370370388031006	0.8358209133148193	0.92592591047287	0.5892657041549683	0.3333333432674408	0.5671641826629639	0.8888888955116272	0.5932987928390503	0.3777777850627899	0.611940324306488	0.8518518805503845	0.5862438082695007	0.422222226858139	0.5970149040222168	0.7037037014961243	0.99419	92.12168148148147
cut0050_ptm0.919_r3	ESM-2 (Unsupervised)	0.7647296786308289	0.6296296119689941	0.8059701323509216	0.8888888955116272	0.5714007019996643	0.3259259164333343	0.5522388219833374	0.8518518805503845	0.6046645045280457	0.4000000059604645	0.611940324306488	0.8518518805503845	0.6182501316070557	0.4814814925193786	0.6268656849861145	0.7037037014961243	0.99577	93.85985185185186
cut0051_ptm0.916_r3	ESM-2 (Unsupervised)	0.7809699773788452	0.6370370388031006	0.8358209133148193	0.92592591047287	0.586313784122467	0.3259259164333343	0.5820895433425903	0.8518518805503845	0.582878828048706	0.385185182094574	0.5970149040222168	0.8148148059844971	0.6193821430206299	0.4666666686534881	0.6268656849861145	0.7037037014961243	0.9919	93.42525925925926
cut0052_ptm0.875_r3	ESM-2 (Unsupervised)	0.7629537582397461	0.6296296119689941	0.7910447716712952	0.8888888955116272	0.629694938659668	0.3629629611968994	0.6567164063453674	0.8518518805503845	0.5826449394226074	0.392592579126358	0.5820895433425903	0.8518518805503845	0.6345263719558716	0.4814814925193786	0.6567164063453674	0.7407407164573669	0.95906	89.30411111111111
cut0053_ptm0.879_r3	ESM-2 (Unsupervised)	0.7831598520278931	0.6296296119689941	0.8208954930305481	0.92592591047287	0.5976088643074036	0.3407407402992248	0.611940324306488	0.8518518805503845	0.5817189812660217	0.392592579126358	0.5820895433425903	0.8518518805503845	0.6232324838638306	0.4814814925193786	0.6567164063453674	0.7037037014961243	0.9736	90.11554814814815
cut0054_ptm0.913_r3	ESM-2 (Unsupervised)	0.7894439101219177	0.6370370388031006	0.8358209133148193	0.92592591047287	0.6406970024108887	0.3629629611968994	0.6567164063453674	0.8888888955116272	0.5852237939834595	0.392592579126358	0.5820895433425903	0.8518518805503845	0.6303151249885559	0.4814814925193786	0.6567164063453674	0.6666666865348816	0.97942	92.98657037037039
cut0055_ptm0.917_r3	ESM-2 (Unsupervised)	0.7904300689697266	0.6296296119689941	0.8507462739944458	0.92592591047287	0.6349219083786011	0.385185182094574	0.641791045665741	0.8518518805503845	0.5811476707458496	0.392592579126358	0.5820895433425903	0.8518518805503845	0.6403775215148926	0.4962962865829468	0.6567164063453674	0.7037037014961243	0.98597	93.55617037037038
cut0056_ptm0.908_r3	ESM-2 (Unsupervised)	0.7824252247810364	0.6296296119689941	0.8358209133148193	0.92592591047287	0.6183223724365234	0.3777777850627899	0.6268656849861145	0.8148148059844971	0.5446513295173645	0.3777777850627899	0.5671641826629639	0.7407407164573669	0.6422308683395386	0.5037037134170532	0.6716417670249939	0.7037037014961243	0.98703	92.49033333333333
cut0057_ptm0.916_r3	ESM-2 (Unsupervised)	0.7815738916397095	0.6370370388031006	0.8208954930305481	0.92592591047287	0.652273952960968	0.4074074029922485	0.6716417670249939	0.8518518805503845	0.5687591433525085	0.392592579126358	0.5820895433425903	0.7777777910232544	0.6320687532424927	0.4814814925193786	0.6716417670249939	0.7407407164573669	0.99105	93.96925185185184
cut0058_ptm0.917_r3	ESM-2 (Unsupervised)	0.7941180467605591	0.644444465637207	0.8507462739944458	0.92592591047287	0.6461957097053528	0.392592579126358	0.6716417670249939	0.8888888955116272	0.5562721490859985	0.3703703582286834	0.5522388219833374	0.8148148059844971	0.6375008225440979	0.4888888895511627	0.6716417670249939	0.7407407164573669	0.99637	94.0452
cut0059_ptm0.898_r3	ESM-2 (Unsupervised)	0.7792840003967285	0.6222222447395325	0.8358209133148193	0.92592591047287	0.6683130264282227	0.4000000059604645	0.6865671873092651	0.92592591047287	0.5557168126106262	0.385185182094574	0.5522388219833374	0.7407407164573669	0.648894190788269	0.5037037134170532	0.6865671873092651	0.7037037014961243	0.98308	91.24954814814814
cut0060_ptm0.895_r3	ESM-2 (Unsupervised)	0.7617920637130737	0.6000000238418579	0.8059701323509216	0.8888888955116272	0.6703740358352661	0.4000000059604645	0.6865671873092651	0.92592591047287	0.5602520108222961	0.3777777850627899	0.5820895433425903	0.7407407164573669	0.6476615071296692	0.5037037134170532	0.6567164063453674	0.7037037014961243	0.97586	90.59094814814814
cut0061_ptm0.886_r3	ESM-2 (Unsupervised)	0.7614833116531372	0.6000000238418579	0.8059701323509216	0.8888888955116272	0.6679555773735046	0.4000000059604645	0.6716417670249939	0.92592591047287	0.5469944477081299	0.3777777850627899	0.5373134613037109	0.7407407164573669	0.6328274011611938	0.4814814925193786	0.641791045665741	0.7037037014961243	0.96972	89.22974814814815
cut0062_ptm0.890_r3	ESM-2 (Unsupervised)	0.745627224445343	0.585185170173645	0.7761194109916687	0.8888888955116272	0.6693204641342163	0.4000000059604645	0.6716417670249939	0.92592591047287	0.5365589261054993	0.3555555641651153	0.4925373196601867	0.7407407164573669	0.6469340920448303	0.4888888895511627	0.6567164063453674	0.7037037014961243	0.96307	90.13034074074075
cut0063_ptm0.875_r3	ESM-2 (Unsupervised)	0.7675334215164185	0.614814817905426	0.8059701323509216	0.8888888955116272	0.6637847423553467	0.4000000059604645	0.6567164063453674	0.92592591047287	0.5862165689468384	0.4000000059604645	0.5820895433425903	0.7777777910232544	0.6508709192276001	0.4962962865829468	0.6567164063453674	0.7037037014961243	0.97083	89.17842962962963
cut0064_ptm0.881_r3	ESM-2 (Unsupervised)	0.7528756856918335	0.5925925970077515	0.7910447716712952	0.8888888955116272	0.6728849411010742	0.4074074029922485	0.6716417670249939	0.92592591047287	0.5732532143592834	0.4074074029922485	0.5373134613037109	0.7777777910232544	0.6430602073669434	0.4740740656852722	0.6567164063453674	0.7037037014961243	0.96708	89.1582148148148
cut0065_ptm0.894_r3	ESM-2 (Unsupervised)	0.7884534597396851	0.6296296119689941	0.8507462739944458	0.8888888955116272	0.6741854548454285	0.422222226858139	0.6865671873092651	0.92592591047287	0.5964333415031433	0.4000000059604645	0.611940324306488	0.8148148059844971	0.6414470076560974	0.4518518447875976	0.6268656849861145	0.7407407164573669	0.99308	90.35617777777777
cut0066_ptm0.910_r3	ESM-2 (Unsupervised)	0.7956852316856384	0.6518518328666687	0.8507462739944458	0.8888888955116272	0.6602155566215515	0.392592579126358	0.6716417670249939	0.92592591047287	0.5832822322845459	0.3777777850627899	0.5671641826629639	0.8148148059844971	0.6445285677909851	0.4592592716217041	0.6716417670249939	0.7407407164573669	0.99231	92.74186666666667
cut0067_ptm0.917_r3	ESM-2 (Unsupervised)	0.7923285961151123	0.6518518328666687	0.8507462739944458	0.8518518805503845	0.6698622703552246	0.4074074029922485	0.6716417670249939	0.92592591047287	0.5857529044151306	0.385185182094574	0.5820895433425903	0.8148148059844971	0.652052104473114	0.4740740656852722	0.6716417670249939	0.7037037014961243	0.99621	93.71762962962963
cut0068_ptm0.909_r3	ESM-2 (Unsupervised)	0.8023265600204468	0.6592592597007751	0.8507462739944458	0.8888888955116272	0.6634321212768555	0.4148148000240326	0.6567164063453674	0.92592591047287	0.5974758863449097	0.3777777850627899	0.5970149040222168	0.8148148059844971	0.6572915315628052	0.4740740656852722	0.6716417670249939	0.7777777910232544	0.99483	92.84042222222223
cut0069_ptm0.904_r3	ESM-2 (Unsupervised)	0.7849095463752747	0.644444465637207	0.8358209133148193	0.8518518805503845	0.6668684482574463	0.4148148000240326	0.6716417670249939	0.92592591047287	0.6211436986923218	0.392592579126358	0.611940324306488	0.8888888955116272	0.6492536664009094	0.4592592716217041	0.6865671873092651	0.7407407164573669	0.97772	92.75919999999999
cut0070_ptm0.901_r3	ESM-2 (Unsupervised)	0.7846974730491638	0.644444465637207	0.8208954930305481	0.8518518805503845	0.6691926717758179	0.422222226858139	0.641791045665741	0.92592591047287	0.5996130704879761	0.392592579126358	0.5970149040222168	0.8148148059844971	0.6442441344261169	0.4370370507240295	0.6716417670249939	0.7777777910232544	0.99199	92.57573333333333
cut0071_ptm0.912_r3	ESM-2 (Unsupervised)	0.777703583240509	0.6518518328666687	0.8059701323509216	0.8518518805503845	0.660919725894928	0.4000000059604645	0.641791045665741	0.92592591047287	0.6009025573730469	0.385185182094574	0.5970149040222168	0.8518518805503845	0.6331590414047241	0.4074074029922485	0.6567164063453674	0.7777777910232544	0.99436	92.77648888888889
cut0072_ptm0.920_r3	ESM-2 (Unsupervised)	0.7750006914138794	0.6370370388031006	0.8059701323509216	0.8518518805503845	0.657971203327179	0.4000000059604645	0.641791045665741	0.92592591047287	0.6054670214653015	0.392592579126358	0.611940324306488	0.8518518805503845	0.6106211543083191	0.385185182094574	0.6268656849861145	0.7777777910232544	0.99395	93.91570370370373
cut0073_ptm0.920_r3	ESM-2 (Unsupervised)	0.7704746127128601	0.6296296119689941	0.8208954930305481	0.8518518805503845	0.663217306137085	0.4148148000240326	0.6268656849861145	0.92592591047287	0.6179433465003967	0.4000000059604645	0.611940324306488	0.8518518805503845	0.6120368838310242	0.385185182094574	0.641791045665741	0.8148148059844971	0.99215	93.81920740740742
